Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
Brazil,BRA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..
Brazil,BRA,Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,..,..,..
Brazil,BRA,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,..,..,..
Brazil,BRA,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,..,..,..
Brazil,BRA,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,..,..,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1885482534238.33,1839758040765.62,..
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.31722399870793,1.13658557200958,..
Brazil,BRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11079.709675038,11121.7399151021,..
Brazil,BRA,GDP per capita (Current US$),NY.GDP.PCAP.CD,9001.23424863499,8717.18627810819,..
Brazil,BRA,GINI index (World Bank estimate),SI.POV.GINI,53.9,..,..
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,9080,9130,..
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14520,14850,..
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1902286218698.39,1926332314781.08,..
Brazil,BRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..
Brazil,BRA,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..
Brazil,BRA,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..
Brazil,BRA,"Gross graduation ratio, primary, female (%)",SE.PRM.CMPL.FE.ZS,..,..,..
Brazil,BRA,"Gross graduation ratio, primary, male (%)",SE.PRM.CMPL.MA.ZS,..,..,..
Brazil,BRA,"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,..,..,..
Brazil,BRA,"Gross graduation ratio, tertiary, male (%)",SE.TER.CMPL.MA.ZS,..,..,..
Brazil,BRA,Harmonized Test Scores,HD.HCI.HLOS,408.099395751953,..,413.244750976563
Brazil,BRA,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,408.511383056641,..,416.288604736328
Brazil,BRA,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,407.662689208984,..,410.198883056641
Brazil,BRA,Households with water 30 minutes or longer away round trip (%),SG.H2O.TM30.HH.ZS,..,..,..
Brazil,BRA,Households with water less than 30 minutes away round trip (%),SG.H2O.TL30.HH.ZS,..,..,..
Brazil,BRA,Households with water on the premises (%),SG.H2O.PRMS.HH.ZS,..,..,..
Brazil,BRA,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,0.545723736286163,..,0.551497936248779
Brazil,BRA,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,..,..,..
Brazil,BRA,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,..,..,..
Brazil,BRA,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,..,..,..
Brazil,BRA,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,0.540151596069336,..,0.546363532543182
Brazil,BRA,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,..,..,..
Brazil,BRA,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,..,..,..
Brazil,BRA,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,..,..,..
Brazil,BRA,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,0.551261603832245,..,0.556369066238403
Brazil,BRA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,87,73,..
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92,91,..
Brazil,BRA,"Incidence of HIV, ages 15-24, female (per 1,000 uninfected female population ages 15-24)",SH.HIV.INCD.YG.FE.P3,..,..,..
Brazil,BRA,"Incidence of HIV, ages 15-24, male (per 1,000 uninfected male population ages 15-24)",SH.HIV.INCD.YG.MA.P3,..,..,..
Brazil,BRA,"Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)",SH.HIV.INCD.FE.P3,..,..,..
Brazil,BRA,"Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)",SH.HIV.INCD.MA.P3,..,..,..
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.66485028376724,3.73297621216894,..
Brazil,BRA,"Informal employment, female (% of total non-agricultural employment)",SL.ISV.IFRM.FE.ZS,..,..,..
Brazil,BRA,"Informal employment, male (% of total non-agricultural employment)",SL.ISV.IFRM.MA.ZS,..,..,..
Brazil,BRA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,49.3279991149902,49.3330001831055,49.3170013427734
Brazil,BRA,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,49.0022010803223,50.030200958252,..
Brazil,BRA,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,62.0610008239746,61.976001739502,61.8600006103516
Brazil,BRA,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,61.2846984863281,61.5231018066406,..
Brazil,BRA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,54.3580017089844,54.2080001831055,54.0460014343262
Brazil,BRA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,52.9481010437012,53.6292991638184,..
Brazil,BRA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,60.898998260498,61,61.101001739502
Brazil,BRA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,74.2789993286133,74.1019973754883,73.9169998168945
Brazil,BRA,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,72.5252990722656,72.5600967407227,..
Brazil,BRA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,79.9700012207031,80.015998840332,80.0619964599609
Brazil,BRA,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,77.0600967407227,77.4311981201172,..
Brazil,BRA,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,86.7320022583008,86.8369979858398,..
Brazil,BRA,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,35.725399017334,35.1948013305664,..
Brazil,BRA,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,60.3221015930176,59.7689018249512,..
Brazil,BRA,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,65.206298828125,65.8448028564453,..
Brazil,BRA,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,84.00830078125,84.1914978027344,..
Brazil,BRA,"Labor force, female",SL.TLF.TOTL.FE.IN,45991715,46417074,46802216
Brazil,BRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.5765987969631,43.5837641014618,43.5889359717138
Brazil,BRA,"Labor force, total",SL.TLF.TOTL.IN,105542232,106500838,107371779
Brazil,BRA,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,0,0,..
Brazil,BRA,Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,1,1,..
Brazil,BRA,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,..,..,..
Brazil,BRA,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,..,..,..
Brazil,BRA,Learning-Adjusted Years of School,HD.HCI.LAYS,7.77481412887573,..,7.87283945083618
Brazil,BRA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..
Brazil,BRA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..
Brazil,BRA,Length of paid maternity leave (days),SH.MMR.LEVE,..,120,..
Brazil,BRA,Length of paid parental leave for father (days),SH.PAR.LEVE.MA,..,..,..
Brazil,BRA,Length of paid parental leave for mother (days),SH.PAR.LEVE.FE,..,..,..
Brazil,BRA,Length of paid paternity leave (days),SH.PTR.LEVE,..,5,..
Brazil,BRA,Length of paid shared parental leave (days),SH.PAR.LEVE,..,..,..
Brazil,BRA,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,..,..,..
Brazil,BRA,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,..,..,..
Brazil,BRA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.362,..,..
Brazil,BRA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.024,..,..
Brazil,BRA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,93.4250717163086,..,..
Brazil,BRA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93.0090408325195,..,..
Brazil,BRA,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,1.00451004505157,..,..
Brazil,BRA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,99.4315338134766,..,..
Brazil,BRA,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,98.9835815429688,..,..
Brazil,BRA,Location of cooking: inside the house (% of households),SG.COK.HOUS.ZS,..,..,..
Brazil,BRA,Location of cooking: other places (% of households),SG.COK.OTHR.ZS,..,..,..
Brazil,BRA,Location of cooking: outdoors (% of households),SG.COK.OUTD.ZS,..,..,..
Brazil,BRA,Location of cooking: separate building (% of households),SG.COK.SBLD.ZS,..,..,..
Brazil,BRA,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,..,..,..
Brazil,BRA,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,..,..,..
Brazil,BRA,Main cooking fuel: agricultural crop (% of households),SG.COK.CROP.ZS,..,..,..
Brazil,BRA,Main cooking fuel: charcoal (% of households),SG.COK.CHCO.ZS,..,..,..
Brazil,BRA,Main cooking fuel: dung (% of households),SG.COK.DUNG.ZS,..,..,..
Brazil,BRA,Main cooking fuel: electricity  (% of households),SG.COK.ELEC.ZS,..,..,..
Brazil,BRA,Main cooking fuel: LPG/natural gas/biogas (% of households),SG.COK.LPGN.ZS,..,..,..
Brazil,BRA,Main cooking fuel: straw/shrubs/grass (% of households),SG.COK.STRW.ZS,..,..,..
Brazil,BRA,Main cooking fuel: wood (% of households),SG.COK.WOOD.ZS,..,..,..
Brazil,BRA,Male primary school age children out-of-school (%),SE.LPV.PRIM.OOS.MA,..,..,..
Brazil,BRA,Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.BMP.MA,..,..,..
Brazil,BRA,"Mandatory retirement age, female",SG.AGE.RTRE.FE,..,65,..
Brazil,BRA,"Mandatory retirement age, male",SG.AGE.RTRE.MA,..,70,..
Brazil,BRA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..
Brazil,BRA,Men and married women have equal ownership rights to immovable property (1=yes; 0=no),SG.OWN.PRRT.IM,1,1,..
Brazil,BRA,Men who do not own a house (% of men),SG.OWN.HSNO.MA.ZS,..,..,..
Brazil,BRA,Men who do not own a house (% of men): Q1 (lowest),SG.OWN.HSNO.MA.Q1.ZS,..,..,..
Brazil,BRA,Men who do not own a house (% of men): Q2,SG.OWN.HSNO.MA.Q2.ZS,..,..,..
Brazil,BRA,Men who do not own a house (% of men): Q3,SG.OWN.HSNO.MA.Q3.ZS,..,..,..
Brazil,BRA,Men who do not own a house (% of men): Q4,SG.OWN.HSNO.MA.Q4.ZS,..,..,..
Brazil,BRA,Men who do not own a house (% of men): Q5 (highest),SG.OWN.HSNO.MA.Q5.ZS,..,..,..
Brazil,BRA,Men who do not own land (% of men),SG.OWN.LDNO.MA.ZS,..,..,..
Brazil,BRA,Men who do not own land (% of men): Q1 (lowest),SG.OWN.LDNO.MA.Q1.ZS,..,..,..
Brazil,BRA,Men who do not own land (% of men): Q2,SG.OWN.LDNO.MA.Q2.ZS,..,..,..
Brazil,BRA,Men who do not own land (% of men): Q3,SG.OWN.LDNO.MA.Q3.ZS,..,..,..
Brazil,BRA,Men who do not own land (% of men): Q4,SG.OWN.LDNO.MA.Q4.ZS,..,..,..
Brazil,BRA,Men who do not own land (% of men): Q5 (highest),SG.OWN.LDNO.MA.Q5.ZS,..,..,..
Brazil,BRA,Men who own a house alone (% of men),SG.OWN.HSAL.MA.ZS,..,..,..
Brazil,BRA,Men who own a house alone (% of men): Q1 (lowest),SG.OWN.HSAL.MA.Q1.ZS,..,..,..
Brazil,BRA,Men who own a house alone (% of men): Q2,SG.OWN.HSAL.MA.Q2.ZS,..,..,..
Brazil,BRA,Men who own a house alone (% of men): Q3,SG.OWN.HSAL.MA.Q3.ZS,..,..,..
Brazil,BRA,Men who own a house alone (% of men): Q4,SG.OWN.HSAL.MA.Q4.ZS,..,..,..
Brazil,BRA,Men who own a house alone (% of men): Q5 (highest),SG.OWN.HSAL.MA.Q5.ZS,..,..,..
Brazil,BRA,Men who own a house both alone and jointly (% of men),SG.OWN.HSAJ.MA.ZS,..,..,..
Brazil,BRA,Men who own a house both alone and jointly (% of men): Q1 (lowest),SG.OWN.HSAJ.MA.Q1.ZS,..,..,..
Brazil,BRA,Men who own a house both alone and jointly (% of men): Q2,SG.OWN.HSAJ.MA.Q2.ZS,..,..,..
Brazil,BRA,Men who own a house both alone and jointly (% of men): Q3,SG.OWN.HSAJ.MA.Q3.ZS,..,..,..
Brazil,BRA,Men who own a house both alone and jointly (% of men): Q4,SG.OWN.HSAJ.MA.Q4.ZS,..,..,..
Brazil,BRA,Men who own a house both alone and jointly (% of men): Q5 (highest),SG.OWN.HSAJ.MA.Q5.ZS,..,..,..
Brazil,BRA,Men who own a house jointly (% of men),SG.OWN.HSJT.MA.ZS,..,..,..
Brazil,BRA,Men who own a house jointly (% of men): Q1 (lowest),SG.OWN.HSJT.MA.Q1.ZS,..,..,..
Brazil,BRA,Men who own a house jointly (% of men): Q2,SG.OWN.HSJT.MA.Q2.ZS,..,..,..
Brazil,BRA,Men who own a house jointly (% of men): Q3,SG.OWN.HSJT.MA.Q3.ZS,..,..,..
Brazil,BRA,Men who own a house jointly (% of men): Q4,SG.OWN.HSJT.MA.Q4.ZS,..,..,..
Brazil,BRA,Men who own a house jointly (% of men): Q5 (highest),SG.OWN.HSJT.MA.Q5.ZS,..,..,..
Brazil,BRA,Men who own land alone (% of men),SG.OWN.LDAL.MA.ZS,..,..,..
Brazil,BRA,Men who own land alone (% of men): Q1 (lowest),SG.OWN.LDAL.MA.Q1.ZS,..,..,..
Brazil,BRA,Men who own land alone (% of men): Q2,SG.OWN.LDAL.MA.Q2.ZS,..,..,..
Brazil,BRA,Men who own land alone (% of men): Q3,SG.OWN.LDAL.MA.Q3.ZS,..,..,..
Brazil,BRA,Men who own land alone (% of men): Q4,SG.OWN.LDAL.MA.Q4.ZS,..,..,..
Brazil,BRA,Men who own land alone (% of men): Q5 (highest),SG.OWN.LDAL.MA.Q5.ZS,..,..,..
Brazil,BRA,Men who own land both alone and jointly (% of men),SG.OWN.LDAJ.MA.ZS,..,..,..
Brazil,BRA,Men who own land both alone and jointly (% of men): Q1 (lowest),SG.OWN.LDAJ.MA.Q1.ZS,..,..,..
Brazil,BRA,Men who own land both alone and jointly (% of men): Q2,SG.OWN.LDAJ.MA.Q2.ZS,..,..,..
Brazil,BRA,Men who own land both alone and jointly (% of men): Q3,SG.OWN.LDAJ.MA.Q3.ZS,..,..,..
Brazil,BRA,Men who own land both alone and jointly (% of men): Q4,SG.OWN.LDAJ.MA.Q4.ZS,..,..,..
Brazil,BRA,Men who own land both alone and jointly (% of men): Q5 (highest),SG.OWN.LDAJ.MA.Q5.ZS,..,..,..
Brazil,BRA,Men who own land jointly (% of men),SG.OWN.LDJT.MA.ZS,..,..,..
Brazil,BRA,Men who own land jointly (% of men): Q1 (lowest),SG.OWN.LDJT.MA.Q1.ZS,..,..,..
Brazil,BRA,Men who own land jointly (% of men): Q2,SG.OWN.LDJT.MA.Q2.ZS,..,..,..
Brazil,BRA,Men who own land jointly (% of men): Q3,SG.OWN.LDJT.MA.Q3.ZS,..,..,..
Brazil,BRA,Men who own land jointly (% of men): Q4,SG.OWN.LDJT.MA.Q4.ZS,..,..,..
Brazil,BRA,Men who own land jointly (% of men): Q5 (highest),SG.OWN.LDJT.MA.Q5.ZS,..,..,..
Brazil,BRA,Men with a national identity card or equivalent foundational identity document (% of men ages 15+),SG.REG.NLID.MA.ZS,..,..,..
Brazil,BRA,"Mobile money account, female (% age 15+)",mobileaccount.t.d.2,..,..,..
Brazil,BRA,"Mobile money account, male  (% age 15+)",mobileaccount.t.d.1,..,..,..
Brazil,BRA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,..,..,..
Brazil,BRA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS,..,..,..
Brazil,BRA,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5,..,..,..
Brazil,BRA,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,..,..,..
Brazil,BRA,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,..,..,..
Brazil,BRA,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,..,..,..
Brazil,BRA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,11.2,10.9,..
Brazil,BRA,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,14.3,13.9,..
Brazil,BRA,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,12.6,12.3,..
Brazil,BRA,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,16,15.5,..
Brazil,BRA,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,..,..,..
Brazil,BRA,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,..,..,..
Brazil,BRA,Number of female business owners,IC.WEF.LLCO.FE,..,..,..
Brazil,BRA,Number of female directors,IC.WEF.LLCD.FE,..,..,..
Brazil,BRA,Number of female sole proprietors,IC.WEF.SOLO.FE,..,..,..
Brazil,BRA,"Number of infant deaths, female",SH.DTH.IMRT.FE,16025,15450,..
Brazil,BRA,"Number of infant deaths, male",SH.DTH.IMRT.MA,21413,20601,..
Brazil,BRA,Number of male business owners,IC.WEF.LLCO.MA,..,..,..
Brazil,BRA,Number of male directors,IC.WEF.LLCD.MA,..,..,..
Brazil,BRA,Number of male sole proprietors,IC.WEF.SOLO.MA,..,..,..
Brazil,BRA,Number of maternal deaths,SH.MMR.DTHS,..,..,..
Brazil,BRA,"Number of under-five deaths, female",SH.DTH.MORT.FE,18009,17367,..
Brazil,BRA,"Number of under-five deaths, male",SH.DTH.MORT.MA,23950,23062,..
Brazil,BRA,"Own-account workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.OWAC.FE.ZS,20.2970008850098,20.3299999237061,20.3549995422363
Brazil,BRA,"Own-account workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.OWAC.MA.ZS,29.4939994812012,29.5270004272461,29.5060005187988
Brazil,BRA,Paid leave is available to fathers (1=yes; 0=no),SH.PTR.LEVE.AL,1,1,..
Brazil,BRA,Paid leave of at least 14 weeks is available to women (1=yes; 0=no),SH.MMR.LEVE.AL,1,1,..
Brazil,BRA,"Part time employment, female (% of total part time employment)",SL.TLF.PART.TL.FE.ZS,55.3747261994374,55.2218318650132,..
Brazil,BRA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..,..,..
Brazil,BRA,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,..,..,..
Brazil,BRA,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,..,..,..
Brazil,BRA,Percentage of students in lower secondary vocational education who are female (%),UIS.FEP.2.V,..,..,..
Brazil,BRA,Percentage of students in post-secondary non-tertiary vocational education who are female (%),UIS.FEP.4.V,..,..,..
Brazil,BRA,Percentage of students in upper secondary vocational education who are female (%),UIS.FEP.3.V,..,..,..
Brazil,BRA,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,..,..,..
Brazil,BRA,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,..,..,..
Brazil,BRA,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,21.3340719108545,21.0091937329952,..
Brazil,BRA,"Population ages 0-14, female",SP.POP.0014.FE.IN,21864174,21688645,..
Brazil,BRA,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,69.7430902567055,69.7391982309441,..
Brazil,BRA,"Population ages 15-64, female",SP.POP.1564.FE.IN,73969881,74511199,..
Brazil,BRA,"Population ages 15-64, male",SP.POP.1564.MA.IN,72120483,72673036,..
Brazil,BRA,"Population ages 15-64, total",SP.POP.1564.TO,146090386,147184248,..
Brazil,BRA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,8.92283783244003,9.25160803606065,..
Brazil,BRA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,10639033,11116519,..
Brazil,BRA,"Population, female",SP.POP.TOTL.FE.IN,106473088,107316363,..
Brazil,BRA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.8299167629894,50.8489000631174,..
Brazil,BRA,"Population, total",SP.POP.TOTL,209469333,211049527,..
Brazil,BRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,4.4,..,..
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..
Brazil,BRA,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,..,..,..
Brazil,BRA,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..,..,..
Brazil,BRA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,..
Brazil,BRA,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,..
Brazil,BRA,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,..,..,..
Brazil,BRA,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,..,..,..
Brazil,BRA,"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,..,..,..
Brazil,BRA,"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,..,..,..
Brazil,BRA,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..,..,..
Brazil,BRA,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..,..,..
Brazil,BRA,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,..,..,..
Brazil,BRA,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,..,..,..
Brazil,BRA,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,..,..,..
Brazil,BRA,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,..,..,..
Brazil,BRA,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,..,..,..
Brazil,BRA,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,..,..,..
Brazil,BRA,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,..,..,..
Brazil,BRA,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,..,..,..
Brazil,BRA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,..,..,..
Brazil,BRA,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,..,..,..
Brazil,BRA,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,..,..,..
Brazil,BRA,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,88.4911193847656,..,..
Brazil,BRA,Probability of Survival to Age 5,HD.HCI.MORT,0.985210776329041,..,0.985649168491364
Brazil,BRA,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,0.987006783485413,..,0.987383961677551
Brazil,BRA,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,0.983493745326996,..,0.984004616737366
Brazil,BRA,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..,..,..
Brazil,BRA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..,..,..
Brazil,BRA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,15.009746588694,15.009746588694,14.6198830409357
Brazil,BRA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..,..,..
Brazil,BRA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..,..,..
Brazil,BRA,Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,9.1,9.09090909090909,..
Brazil,BRA,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,..,..,..
Brazil,BRA,Proportion of women who have ever experienced any form of sexual violence (% of women age 15-49),SG.VAW.AFSX.ZS,..,..,..
Brazil,BRA,Proportion of women who have ever experienced intimate partner violence (% of women age 15-49),SG.VAW.IPVE.ZS,..,..,..
Brazil,BRA,Proportion of women who have sought help to stop physical or sexual violence (% of women age 15-49),SG.VAW.HLPV.ZS,..,..,..
Brazil,BRA,"Rate of out-of-school youth of upper secondary school age, female (%)",UIS.ROFST.3.F.CP,..,..,..
Brazil,BRA,"Rate of out-of-school youth of upper secondary school age, male (%)",UIS.ROFST.3.M.CP,..,..,..
Brazil,BRA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,73.1808481540017,73.1532240736018,73.1171470273519
Brazil,BRA,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,73.0063877309112,73.910181453383,..
Brazil,BRA,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,128.150431692999,128.413147580057,131.156880607209
Brazil,BRA,Ratio of female to male youth unemployment rate (%) (national estimate),SL.UEM.1524.FM.NE.ZS,129.696353033911,135.131093106948,..
Brazil,BRA,"Retirement age with full benefits, female",SG.AGE.RTRE.FL.FE,..,60,..
