,Country Name,Country Code,Series Name,2018,2019
3125,France,FRA,A woman can open a bank account in the same way as a man (1=yes; 0=no),1,1
3126,France,FRA,A woman can register a business in the same way as a man (1=yes; 0=no),1,1
3127,France,FRA,A woman can sign a contract in the same way as a man (1=yes; 0=no),1,1
3128,France,FRA,A woman can travel outside her home in the same way as a man (1=yes; 0=no),1,1
3129,France,FRA,A woman can travel outside the country in the same way as a man (1=yes; 0=no),1,1
3130,France,FRA,A woman has the same rights to remarry as a man (1=yes; 0=no),1,1
3140,France,FRA,Age dependency ratio (% of working-age population),61.2671434464288,61.7953548296815
3141,France,FRA,"Age population, age 0, female, interpolated",348420,340973
3142,France,FRA,"Age population, age 0, male, interpolated",365481,357890
3143,France,FRA,"Age population, age 01, female, interpolated",357548,351008
3144,France,FRA,"Age population, age 01, male, interpolated",374192,367359
3145,France,FRA,"Age population, age 02, female, interpolated",365457,359776
3146,France,FRA,"Age population, age 02, male, interpolated",381888,375814
3147,France,FRA,"Age population, age 03, female, interpolated",374914,367336
3148,France,FRA,"Age population, age 03, male, interpolated",391612,383277
3149,France,FRA,"Age population, age 04, female, interpolated",378992,374745
3150,France,FRA,"Age population, age 04, male, interpolated",395815,391043
3151,France,FRA,"Age population, age 05, female, interpolated",382426,379169
3152,France,FRA,"Age population, age 05, male, interpolated",399473,395703
3175,France,FRA,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",0.45100000500679,0.435999989509583
3176,France,FRA,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0.111000001430511,0.108999997377396
3177,France,FRA,"Cost of business start-up procedures, female (% of GNI per capita)",0.7,0.7
3178,France,FRA,"Cost of business start-up procedures, male (% of GNI per capita)",0.7,0.7
3179,France,FRA,Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),1,1
3198,France,FRA,Dismissal of pregnant workers is prohibited (1=yes; 0=no),1,1
3215,France,FRA,"Employers, female (% of female employment) (modeled ILO estimate)",2.16400003433228,2.15700006484985
3216,France,FRA,"Employers, male (% of male employment) (modeled ILO estimate)",6.14200019836426,6.12200021743774
3217,France,FRA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",1.39400005340576,1.35599994659424
3218,France,FRA,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",3.53500008583069,3.45000004768372
3219,France,FRA,"Employment in industry, female (% of female employment) (modeled ILO estimate)",9.64000034332275,9.45899963378906
3220,France,FRA,"Employment in industry, male (% of male employment) (modeled ILO estimate)",30.1030006408691,29.9389991760254
3221,France,FRA,"Employment in services, female (% of female employment) (modeled ILO estimate)",88.9660034179688,89.1849975585938
3222,France,FRA,"Employment in services, male (% of male employment) (modeled ILO estimate)",66.3619995117188,66.6110000610352
3223,France,FRA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",46.2130012512207,46.5069999694824
3224,France,FRA,"Employment to population ratio, 15+, female (%) (national estimate)",46.8353996276855,47.0334014892578
3225,France,FRA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",54.7770004272461,54.8230018615723
3226,France,FRA,"Employment to population ratio, 15+, male (%) (national estimate)",54.8330993652344,54.6257019042969
3227,France,FRA,"Employment to population ratio, 15+, total (%) (national estimate)",50.654598236084,50.6584014892578
3228,France,FRA,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",27.82200050354,28.6830005645752
3229,France,FRA,"Employment to population ratio, ages 15-24, female (%) (national estimate)",27.1776008605957,27.8094997406006
3230,France,FRA,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",33.1290016174316,33.4910011291504
3231,France,FRA,"Employment to population ratio, ages 15-24, male (%) (national estimate)",32.2499008178711,31.5044994354248
3232,France,FRA,"Employment to population ratio, ages 15-24, total (%) (national estimate)",29.7371006011963,29.6713008880615
3238,France,FRA,Female and male surviving spouses have equal rights to inherit assets (1=yes; 0=no),1,1
3246,France,FRA,Female migrants (% of international migrant stock),..,51.7774411733829
3250,France,FRA,Female share of employment in senior and middle management (%),34.3600006103516,34.2400016784668
3272,France,FRA,GDP (current US$),2787863958885.49,2715518274227.45
3273,France,FRA,GDP growth (annual %),1.79286395382047,1.5085940345287
3274,France,FRA,GDP per capita (constant 2010 US$),43720.026350895,44317.3923150202
3275,France,FRA,GDP per capita (Current US$),41631.0907389044,40493.9285720456
3277,France,FRA,"GNI per capita, Atlas method (current US$)",41080,42400
3278,France,FRA,"GNI per capita, PPP (current international $)",47500,50390
3279,France,FRA,"GNI, Atlas method (current US$)",2751123130722.84,2843037967421.57
3302,France,FRA,"Immunization, DPT (% of children ages 12-23 months)",96,96
3303,France,FRA,"Immunization, measles (% of children ages 12-23 months)",90,90
3308,France,FRA,"Inflation, consumer prices (annual %)",1.85081508315494,1.10825492288292
3311,France,FRA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",34.7389984130859,34.7910003662109
3312,France,FRA,"Labor force participation rate for ages 15-24, female (%) (national estimate)",33.923999786377,33.9803009033203
3313,France,FRA,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",42.0970001220703,42.0830001831055
3314,France,FRA,"Labor force participation rate for ages 15-24, male (%) (national estimate)",41.0797996520996,39.7876014709473
3315,France,FRA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",50.8380012512207,50.7519989013672
3316,France,FRA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",51.4945983886719,51.3345985412598
3317,France,FRA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",68.2669982910156,68.4369964599609
3318,France,FRA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",60.2099990844727,59.9059982299805
3319,France,FRA,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",60.2476997375488,59.7028007507324
3320,France,FRA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",75.8990020751953,75.8489990234375
3321,France,FRA,"Labor force with advanced education, female (% of female working-age population with advanced education)",75.0907974243164,75.5314025878906
3322,France,FRA,"Labor force with advanced education, male (% of male working-age population with advanced education)",78.2785034179688,77.9630966186523
3323,France,FRA,"Labor force with basic education, female (% of female working-age population with basic education)",23.4405002593994,22.4351005554199
3324,France,FRA,"Labor force with basic education, male (% of male working-age population with basic education)",36.9272003173828,36.0321006774902
3325,France,FRA,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",56.7771987915039,55.5327987670898
3326,France,FRA,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",64.0206985473633,62.7705993652344
3327,France,FRA,"Labor force, female",14574137,14599537
3328,France,FRA,"Labor force, female (% of total labor force)",47.9541356927397,48.0462365571581
3329,France,FRA,"Labor force, total",30391825,30386432
3330,France,FRA,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),1,1
3331,France,FRA,Law prohibits discrimination in employment based on gender (1=yes; 0=no),1,1
3337,France,FRA,Length of paid maternity leave (days),..,112
3338,France,FRA,Length of paid parental leave for father (days),..,180
3339,France,FRA,Length of paid parental leave for mother (days),..,180
3340,France,FRA,Length of paid paternity leave (days),..,11
3341,France,FRA,Length of paid shared parental leave (days),..,0
3366,France,FRA,"Mandatory retirement age, female",..,70
3367,France,FRA,"Mandatory retirement age, male",..,70
3369,France,FRA,Men and married women have equal ownership rights to immovable property (1=yes; 0=no),1,1
3427,France,FRA,"Mortality rate, infant, female (per 1,000 live births)",3.3,3.4
3428,France,FRA,"Mortality rate, infant, male (per 1,000 live births)",4,4.1
3429,France,FRA,"Mortality rate, under-5, female (per 1,000 live births)",3.9,4
3430,France,FRA,"Mortality rate, under-5, male (per 1,000 live births)",4.8,4.9
3436,France,FRA,"Number of infant deaths, female",1189,1205
3437,France,FRA,"Number of infant deaths, male",1512,1533
3442,France,FRA,"Number of under-five deaths, female",1413,1429
3443,France,FRA,"Number of under-five deaths, male",1801,1822
3444,France,FRA,"Own-account workers, female (% of female employment) (modeled ILO estimate)",5.76200008392334,5.75400018692017
3445,France,FRA,"Own-account workers, male (% of male employment) (modeled ILO estimate)",8.47200012207031,8.46700000762939
3446,France,FRA,Paid leave is available to fathers (1=yes; 0=no),1,1
3447,France,FRA,Paid leave of at least 14 weeks is available to women (1=yes; 0=no),1,1
3448,France,FRA,"Part time employment, female (% of total part time employment)",59.3732111867577,59.1395990643809
3457,France,FRA,Population ages 0-14 (% of total),17.9564644444787,17.8021578717479
3458,France,FRA,"Population ages 0-14, female",5876055,5834719
3459,France,FRA,Population ages 15-64 (% of total),62.0089108085333,61.8064718464662
3460,France,FRA,"Population ages 15-64, female",21020980,20987558
3461,France,FRA,"Population ages 15-64, male",20503675,20459640
3462,France,FRA,"Population ages 15-64, total",41524833,41447350
3463,France,FRA,Population ages 65 and above (% of total),20.0346247469881,20.3913702817859
3464,France,FRA,"Population ages 65 and above, female",7646821,7778870
3465,France,FRA,"Population, female",34543857,34601147
3466,France,FRA,"Population, female (% of total)",51.5842404811336,51.5973833824064
3467,France,FRA,"Population, total",66965912,67059887
3497,France,FRA,Proportion of seats held by women in national parliaments (%),39.5833333333333,39.6880415944541
3500,France,FRA,Proportion of women in ministerial level positions (%),50,52.9411764705882
3507,France,FRA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),84.4344826843406,84.7193943860665
3508,France,FRA,Ratio of female to male labor force participation rate (%) (national estimate),85.4714762770908,85.983568435238
3509,France,FRA,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),93.4660151026478,85.9878530528792
3510,France,FRA,Ratio of female to male youth unemployment rate (%) (national estimate),92.5194874432397,87.2308912394736
3511,France,FRA,"Retirement age with full benefits, female",..,67
3512,France,FRA,"Retirement age with full benefits, male",..,67
3513,France,FRA,"Retirement age with partial benefits, female",..,62
3514,France,FRA,"Retirement age with partial benefits, male",..,62
3537,France,FRA,"Self-employed, female (% of female employment) (modeled ILO estimate)",8.3769998550415,8.34700012207031
3538,France,FRA,"Self-employed, male (% of male employment) (modeled ILO estimate)",14.7259998321533,14.6979999542236
3553,France,FRA,"Share of youth not in education, employment or training, female (% of female youth population)",10.3699998855591,10.2600002288818
3554,France,FRA,"Share of youth not in education, employment or training, male (% of male youth population)",11.710000038147,10.8800001144409
3557,France,FRA,Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),1,1
3558,France,FRA,"Start-up procedures to register a business, female (number)",5,5
3559,France,FRA,"Start-up procedures to register a business, male (number)",5,5
3566,France,FRA,The ages at which men and women can retire with full pension benefits are equal (1=yes; 0=no),1,1
3567,France,FRA,The ages at which men and women can retire with partial pension benefits are equal (1=yes; 0=no),1,1
3568,France,FRA,The government administers 100% of maternity leave benefits (1=yes; 0=no),1,1
3569,France,FRA,The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),1,1
3570,France,FRA,The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),1,1
3571,France,FRA,The law provides for the valuation of nonmonetary contributions (1=yes; 0=no),1,1
3572,France,FRA,The mandatory retirement age for men and women are equal (1=yes; 0=no),1,1
3573,France,FRA,There are periods of absence due to child care accounted for in pension benefits (1=yes; 0=no),1,1
3574,France,FRA,There is legislation on sexual harassment in employment (1=yes; 0=no),1,1
3575,France,FRA,There is legislation specifically addressing domestic violence (1=yes; 0=no),1,1
3576,France,FRA,There is no legal provision that requires a married woman to obey her husband (1=yes; 0=no),1,1
3577,France,FRA,There is paid parental leave (1=yes; 0=no),1,1
3578,France,FRA,"Time required to start a business, female (days)",3.5,4
3579,France,FRA,"Time required to start a business, male (days)",3.5,4
3580,France,FRA,"Time-related underemployment, female (% of employment)",10.3766002655029,9.632399559021
3581,France,FRA,"Time-related underemployment, male (% of employment)",6.27540016174316,5.95699977874756
3584,France,FRA,"Unemployment with advanced education, female (% of female labor force with advanced education)",5.43650007247925,4.90619993209839
3585,France,FRA,"Unemployment with advanced education, male (% of male labor force with advanced education)",5.44600009918213,5.31769990921021
3586,France,FRA,"Unemployment with basic education, female (% of female labor force with basic education)",15.559100151062,15.5451002120972
3587,France,FRA,"Unemployment with basic education, male (% of male labor force with basic education)",16.1685009002686,15.5961999893188
3588,France,FRA,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",10.4204998016357,9.83530044555664
3589,France,FRA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",9.01029968261719,8.58940029144287
3590,France,FRA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",9.09700012207031,8.36400032043457
3591,France,FRA,"Unemployment, female (% of female labor force) (national estimate)",9.04790019989014,8.37889957427979
3592,France,FRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",9.02299976348877,8.48499965667725
3593,France,FRA,"Unemployment, male (% of male labor force) (national estimate)",8.9871997833252,8.50399971008301
3594,France,FRA,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",19.9120006561279,17.556999206543
3595,France,FRA,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",19.8866004943848,18.1599006652832
3596,France,FRA,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",21.3040008544922,20.4179992675781
3597,France,FRA,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",21.494499206543,20.8181991577148
3601,France,FRA,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",6.21300008893013,6.19000017642975
3602,France,FRA,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",8.58300012350082,8.57600000500678
3603,France,FRA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",91.6230010986328,91.6529998779297
3604,France,FRA,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",85.2740020751953,85.302001953125
3606,France,FRA,Women are able to work in the same industries as men (1=yes; 0=no),1,1
3607,France,FRA,Women Business and the Law Index Score (scale 1-100),100,100
3608,France,FRA,Women can work in jobs deemed dangerous in the same way as men (1=yes; 0=no),1,1
3609,France,FRA,Women can work the same night hours as men (1=yes; 0=no),1,1
3744,Germany,DEU,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,1
3745,Germany,DEU,A woman can be head of household in the same way as a man (1=yes; 0=no),1,1
3746,Germany,DEU,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,1
3747,Germany,DEU,A woman can get a job in the same way as a man (1=yes; 0=no),1,1
3748,Germany,DEU,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),1,1
3749,Germany,DEU,A woman can open a bank account in the same way as a man (1=yes; 0=no),1,1
3750,Germany,DEU,A woman can register a business in the same way as a man (1=yes; 0=no),1,1
3751,Germany,DEU,A woman can sign a contract in the same way as a man (1=yes; 0=no),1,1
3752,Germany,DEU,A woman can travel outside her home in the same way as a man (1=yes; 0=no),1,1
3753,Germany,DEU,A woman can travel outside the country in the same way as a man (1=yes; 0=no),1,1
3754,Germany,DEU,A woman has the same rights to remarry as a man (1=yes; 0=no),1,1
3764,Germany,DEU,Age dependency ratio (% of working-age population),54.0428361206484,54.7089075814099
3765,Germany,DEU,"Age population, age 0, female, interpolated",394126,405170
3766,Germany,DEU,"Age population, age 0, male, interpolated",414214,426005
3767,Germany,DEU,"Age population, age 01, female, interpolated",384212,395772
3768,Germany,DEU,"Age population, age 01, male, interpolated",404202,416418
3769,Germany,DEU,"Age population, age 02, female, interpolated",375849,387479
3770,Germany,DEU,"Age population, age 02, male, interpolated",395923,408148
3771,Germany,DEU,"Age population, age 03, female, interpolated",367371,380293
3772,Germany,DEU,"Age population, age 03, male, interpolated",387932,401181
3773,Germany,DEU,"Age population, age 04, female, interpolated",362036,372809
3774,Germany,DEU,"Age population, age 04, male, interpolated",383021,394167
3775,Germany,DEU,"Age population, age 05, female, interpolated",357946,367905
3776,Germany,DEU,"Age population, age 05, male, interpolated",379483,389822
3799,Germany,DEU,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",0.472000002861023,0.453000009059906
3800,Germany,DEU,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0.208000004291534,0.202000007033348
3801,Germany,DEU,"Cost of business start-up procedures, female (% of GNI per capita)",6.5,6.5
3802,Germany,DEU,"Cost of business start-up procedures, male (% of GNI per capita)",6.5,6.5
3803,Germany,DEU,Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),1,1
3822,Germany,DEU,Dismissal of pregnant workers is prohibited (1=yes; 0=no),1,1
3839,Germany,DEU,"Employers, female (% of female employment) (modeled ILO estimate)",2.29500007629395,2.27800011634827
3840,Germany,DEU,"Employers, male (% of male employment) (modeled ILO estimate)",5.94700002670288,5.91599988937378
3841,Germany,DEU,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",0.847000002861023,0.810999989509583
3842,Germany,DEU,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",1.60000002384186,1.557000041008
3843,Germany,DEU,"Employment in industry, female (% of female employment) (modeled ILO estimate)",13.9469995498657,13.6920003890991
3844,Germany,DEU,"Employment in industry, male (% of male employment) (modeled ILO estimate)",39.0019989013672,38.640998840332
3845,Germany,DEU,"Employment in services, female (% of female employment) (modeled ILO estimate)",85.2060012817383,85.4970016479492
3846,Germany,DEU,"Employment in services, male (% of male employment) (modeled ILO estimate)",59.3979988098145,59.8019981384277
3847,Germany,DEU,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",53.6230010986328,53.7859992980957
3848,Germany,DEU,"Employment to population ratio, 15+, female (%) (national estimate)",54.3179016113281,55.0331001281738
3849,Germany,DEU,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",64.1279983520508,64.338996887207
3850,Germany,DEU,"Employment to population ratio, 15+, male (%) (national estimate)",64.2529983520508,65.0758972167969
3851,Germany,DEU,"Employment to population ratio, 15+, total (%) (national estimate)",59.2094993591309,59.9709014892578
3852,Germany,DEU,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",45.4049987792969,45.7080001831055
3853,Germany,DEU,"Employment to population ratio, ages 15-24, female (%) (national estimate)",45.3870010375977,46.1380996704102
3854,Germany,DEU,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",48.6119995117188,49.1619987487793
3855,Germany,DEU,"Employment to population ratio, ages 15-24, male (%) (national estimate)",48.7812995910645,50.6417999267578
3856,Germany,DEU,"Employment to population ratio, ages 15-24, total (%) (national estimate)",47.1605987548828,48.4813003540039
3862,Germany,DEU,Female and male surviving spouses have equal rights to inherit assets (1=yes; 0=no),1,1
3870,Germany,DEU,Female migrants (% of international migrant stock),..,47.5943231212934
3874,Germany,DEU,Female share of employment in senior and middle management (%),28.5799999237061,28.5900001525879
3896,Germany,DEU,GDP (current US$),3949548833952.94,3845630030823.52
3897,Germany,DEU,GDP growth (annual %),1.52744629830981,0.564174893341843
3898,Germany,DEU,GDP per capita (constant 2010 US$),47490.5171174224,47628.0291017522
3899,Germany,DEU,GDP per capita (Current US$),47639.0034407122,46258.8782897052
3901,Germany,DEU,"GNI per capita, Atlas method (current US$)",47150,48520
3902,Germany,DEU,"GNI per capita, PPP (current international $)",55980,57690
3903,Germany,DEU,"GNI, Atlas method (current US$)",3909141835338.32,4033546340656.46
3926,Germany,DEU,"Immunization, DPT (% of children ages 12-23 months)",93,93
3927,Germany,DEU,"Immunization, measles (% of children ages 12-23 months)",97,97
3932,Germany,DEU,"Inflation, consumer prices (annual %)",1.73216766075662,1.4456670146976
3935,Germany,DEU,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",47.8489990234375,47.992000579834
3936,Germany,DEU,"Labor force participation rate for ages 15-24, female (%) (national estimate)",47.8338012695313,48.4410018920898
3937,Germany,DEU,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",52.3209991455078,52.2840003967285
3938,Germany,DEU,"Labor force participation rate for ages 15-24, male (%) (national estimate)",52.5068016052246,54.2210006713867
3939,Germany,DEU,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",55.2299995422363,55.2750015258789
3940,Germany,DEU,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",55.9459991455078,56.5750999450684
3941,Germany,DEU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",74.109001159668,74.2880020141602
3942,Germany,DEU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",66.6549987792969,66.5650024414063
3943,Germany,DEU,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",66.7856979370117,67.4345016479492
3944,Germany,DEU,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",82.7399978637695,82.7220001220703
3945,Germany,DEU,"Labor force with advanced education, female (% of female working-age population with advanced education)",73.6661987304688,74.1438980102539
3946,Germany,DEU,"Labor force with advanced education, male (% of male working-age population with advanced education)",73.2751998901367,74.0070037841797
3947,Germany,DEU,"Labor force with basic education, female (% of female working-age population with basic education)",30.0813999176025,30.6961994171143
3948,Germany,DEU,"Labor force with basic education, male (% of male working-age population with basic education)",51.9735984802246,53.265998840332
3949,Germany,DEU,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",60.4096984863281,60.6557998657227
3950,Germany,DEU,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",68.2951965332031,68.5870971679688
3951,Germany,DEU,"Labor force, female",20176576,20186364
3952,Germany,DEU,"Labor force, female (% of total labor force)",46.3188993184296,46.3226830029087
3953,Germany,DEU,"Labor force, total",43560137,43577709
3954,Germany,DEU,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),1,1
3955,Germany,DEU,Law prohibits discrimination in employment based on gender (1=yes; 0=no),1,1
3961,Germany,DEU,Length of paid maternity leave (days),..,98
3962,Germany,DEU,Length of paid parental leave for father (days),..,60
3963,Germany,DEU,Length of paid parental leave for mother (days),..,60
3965,Germany,DEU,Length of paid shared parental leave (days),..,300
3993,Germany,DEU,Men and married women have equal ownership rights to immovable property (1=yes; 0=no),1,1
4051,Germany,DEU,"Mortality rate, infant, female (per 1,000 live births)",3,2.9
4052,Germany,DEU,"Mortality rate, infant, male (per 1,000 live births)",3.5,3.5
4053,Germany,DEU,"Mortality rate, under-5, female (per 1,000 live births)",3.5,3.5
4054,Germany,DEU,"Mortality rate, under-5, male (per 1,000 live births)",4.2,4.1
4060,Germany,DEU,"Number of infant deaths, female",1117,1118
4061,Germany,DEU,"Number of infant deaths, male",1395,1399
4066,Germany,DEU,"Number of under-five deaths, female",1315,1316
4067,Germany,DEU,"Number of under-five deaths, male",1639,1643
4068,Germany,DEU,"Own-account workers, female (% of female employment) (modeled ILO estimate)",4.52299976348877,4.50099992752075
4069,Germany,DEU,"Own-account workers, male (% of male employment) (modeled ILO estimate)",6.01900005340576,5.99700021743774
4070,Germany,DEU,Paid leave is available to fathers (1=yes; 0=no),1,1
4071,Germany,DEU,Paid leave of at least 14 weeks is available to women (1=yes; 0=no),1,1
4072,Germany,DEU,"Part time employment, female (% of total part time employment)",65.5476318183475,65.2475196749887
4081,Germany,DEU,Population ages 0-14 (% of total),13.6210301045356,13.7994884756758
4082,Germany,DEU,"Population ages 0-14, female",5468458,5553586
4083,Germany,DEU,Population ages 15-64 (% of total),64.9170079001335,64.6375192034153
4084,Germany,DEU,"Population ages 15-64, female",26523703,26449654
4085,Germany,DEU,"Population ages 15-64, male",27296422,27285496
4086,Germany,DEU,"Population ages 15-64, total",53819953,53734979
4087,Germany,DEU,Population ages 65 and above (% of total),21.4619619953309,21.5629923209089
4088,Germany,DEU,"Population ages 65 and above, female",10008212,10070225
4089,Germany,DEU,"Population, female",42000374,42073464
4090,Germany,DEU,"Population, female (% of total)",50.6603673700529,50.6099449446524
4091,Germany,DEU,"Population, total",82905782,83132799
4121,Germany,DEU,Proportion of seats held by women in national parliaments (%),30.7475317348378,30.8885754583921
4124,Germany,DEU,Proportion of women in ministerial level positions (%),40,40
4131,Germany,DEU,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),82.8595012432748,83.0391339270732
4132,Germany,DEU,Ratio of female to male labor force participation rate (%) (national estimate),83.7694309914568,83.8963713863064
4133,Germany,DEU,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),72.0310262934325,79.7018869446367
4134,Germany,DEU,Ratio of female to male youth unemployment rate (%) (national estimate),72.0938098738867,72.0187204017417
4135,Germany,DEU,"Retirement age with full benefits, female",..,65.7
4136,Germany,DEU,"Retirement age with full benefits, male",..,65.7
4137,Germany,DEU,"Retirement age with partial benefits, female",..,63
4138,Germany,DEU,"Retirement age with partial benefits, male",..,63
4161,Germany,DEU,"Self-employed, female (% of female employment) (modeled ILO estimate)",7.28900003433228,7.23099994659424
4162,Germany,DEU,"Self-employed, male (% of male employment) (modeled ILO estimate)",12.173999786377,12.1149997711182
4177,Germany,DEU,"Share of youth not in education, employment or training, female (% of female youth population)",6.46999979019165,6.19000005722046
4178,Germany,DEU,"Share of youth not in education, employment or training, male (% of male youth population)",5.38000011444092,5.17000007629395
4181,Germany,DEU,Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),1,1
4182,Germany,DEU,"Start-up procedures to register a business, female (number)",9,9
4183,Germany,DEU,"Start-up procedures to register a business, male (number)",9,9
4190,Germany,DEU,The ages at which men and women can retire with full pension benefits are equal (1=yes; 0=no),1,1
4191,Germany,DEU,The ages at which men and women can retire with partial pension benefits are equal (1=yes; 0=no),1,1
4192,Germany,DEU,The government administers 100% of maternity leave benefits (1=yes; 0=no),0,0
4193,Germany,DEU,The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),1,1
4194,Germany,DEU,The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),1,1
4195,Germany,DEU,The law provides for the valuation of nonmonetary contributions (1=yes; 0=no),1,1
4196,Germany,DEU,The mandatory retirement age for men and women are equal (1=yes; 0=no),1,1
4197,Germany,DEU,There are periods of absence due to child care accounted for in pension benefits (1=yes; 0=no),1,1
4198,Germany,DEU,There is legislation on sexual harassment in employment (1=yes; 0=no),1,1
4199,Germany,DEU,There is legislation specifically addressing domestic violence (1=yes; 0=no),1,1
4200,Germany,DEU,There is no legal provision that requires a married woman to obey her husband (1=yes; 0=no),1,1
4201,Germany,DEU,There is paid parental leave (1=yes; 0=no),1,1
4202,Germany,DEU,"Time required to start a business, female (days)",8,8
4203,Germany,DEU,"Time required to start a business, male (days)",8,8
4204,Germany,DEU,"Time-related underemployment, female (% of employment)",4.42850017547607,4.01929998397827
4205,Germany,DEU,"Time-related underemployment, male (% of employment)",2.22970008850098,2.09089994430542
4208,Germany,DEU,"Unemployment with advanced education, female (% of female labor force with advanced education)",1.92700004577637,1.84099996089935
4209,Germany,DEU,"Unemployment with advanced education, male (% of male labor force with advanced education)",1.82620000839233,1.78149998188019
4210,Germany,DEU,"Unemployment with basic education, female (% of female labor force with basic education)",7.00390005111694,6.40189981460571
4211,Germany,DEU,"Unemployment with basic education, male (% of male labor force with basic education)",10.2161998748779,9.05230045318604
4212,Germany,DEU,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2.4663999080658,2.35179996490479
4213,Germany,DEU,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",3.27259993553162,3.05410003662109
4214,Germany,DEU,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2.91000008583069,2.69400000572205
4215,Germany,DEU,"Unemployment, female (% of female labor force) (national estimate)",2.91009998321533,2.72569990158081
4216,Germany,DEU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",3.79200005531311,3.34299993515015
4217,Germany,DEU,"Unemployment, male (% of male labor force) (national estimate)",3.79229998588562,3.49760007858276
4218,Germany,DEU,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",5.10699987411499,4.75899982452393
4219,Germany,DEU,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",5.11520004272461,4.75409984588623
4220,Germany,DEU,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",7.09000015258789,5.97100019454956
